record_number,application_number,application_type,uprn,category,location,proposal,received_date,received_complete_date,expiry_date,committee_date,gridref_east,gridref_north,site_area,site_area_hec,delegated_committee,Expr1016,Expr1017,old,notice_date,status_code,dbo_pla_planning_appeal_number,pla_stats_majmin,consults_expiry_date,pla_enviro_stat_req,pla_corr_total_object,pla_corr_total_no_object,pla_corr_total_comment,dbo_lookup_decision_codes_decision_description,dec_maker_desc,dbo_lookup_stats_site_details_description,dbo_lookup_stats_type_description,ward_description,dbo_apl_appeal_appeal_number,dbo_lookup_apl_decisions_decision_description,name
14127,09/94470,FUL,,CC,Abbotswood Junior School Ringwood Road Totton SOUTHAMPTON SO40 8EB,Relocation of Clifford Centre from existing site next to Abbotswood Junior school to land on Abbotswood Junior School for a temporary period,21/07/2009,22/07/2009,16/09/2009,02/09/2009,434963,113330,1805,0.1805,C,Applicant,Withdrawn,,01/09/2009,,,MIN,03/09/2009,,,,,Withdrawn,Applicant,,,Totton North,,,Property Business & Regulatory Property Services
14128,BDB/71106,VAR,,CMW,Veolia Energy Recovery Facility Whitmarsh Lane Chineham Basingstoke Hampshire RG24 8LL,Proposed variation of condition 23 of Planning Permission BDB/44300 to extend the range of waste to include other municipal or commercial waste in addition to waste collected by or on behalf of waste collection authorities in Hampshire,22/07/2009,21/07/2009,15/09/2009,24/09/2009,467222,155223,16754,1.6754,D,Delegated by officer,Granted,,25/09/2009,,,MAJ,27/08/2009,,,,,Granted,Delegated by officer,Variation of condition(s),Incineration with Energy Recovery,Loddon,,,Veolia Environmental Services
14129,09/94435,VAR,,CMW,Marchwood ERF Oceanic Way Marchwood SOUTHAMPTON Hampshire SO40 4BD,Variation of condition 16 of Planning Permission 69546 to extend the range of waste to include other municipal or commercial waste in addition to waste collected by or on behalf of waste collection authorities in Hampshire,22/07/2009,22/07/2009,16/09/2009,11/11/2009,439593,111286,39667,3.9667,D,Committee,Granted,,13/11/2009,,,MAJ,27/08/2009,,,,,Granted,Committee,Variation of condition(s),Incineration with Energy Recovery,Totton South and Marchwood,,,Veolia Environmental Services
14130,09/01813/CMA,FUL,,CMW,Eversley Quarry Coopers Hill Eversley Common Eversley,Recovery of remaining sand and gravel reserves within the southern extension,22/07/2009,22/07/2009,16/09/2009,29/07/2009,479024,158942,73812,7.3812,D,Delegated by officer,Granted,,28/09/2009,RCD,,MAJ,14/01/2010,,,,,Granted,Delegated by officer,Extension to life of existing site,Sand and Gravel,Hartley Wintney Eversley and Yateley West,,,David L Walker
14131,BDB/71107,FUL,,CC,Ravenscot Farm Aldermaston Road Pamber Green TADLEY RG26 3AF,Build a two storey end extension to farm house,28/07/2009,22/07/2009,16/09/2009,29/10/2009,460664,159804,23,0.0023,D,Delegated by officer,Granted,,30/10/2009,,,MIN,27/08/2009,,,,,Granted,Delegated by officer,,,Calleva and Kingsclere,,,Mr Tom Bone
14135,09/01568/HCC3S,FUL,,CC,West Tytherley Primary School The Village West Tytherley SALISBURY SP5 1JX,Provision of new sewage treatment plant to replace existing septic tank system,30/07/2009,30/07/2009,24/09/2009,02/10/2009,427395,129886,776,0.0776,D,Delegated by officer,Granted,,05/10/2009,,,MIN,03/09/2009,,,,,Granted,Delegated by officer,,,Test Valley Central,,,Property Business & Regulatory Services
14136,09/00475/HCC,FUL,,CC,St Michaels CE Infant School 48 Park Road Aldershot Hampshire GU11 3PU,External path through copse,30/07/2009,11/08/2009,06/10/2009,02/10/2009,486947,149632,617,0.0617,D,Delegated by officer,Granted,,28/09/2009,,,MIN,08/09/2009,,,,,Granted,Delegated by officer,,,Aldershot East,,,Property Business & Regulatory Services
14137,S/09/65633,FUL,,CMW,Eco Recycling Site Woodhouse Lane Botley,Site to receive and reduce in volume green waste and wood waste prior to despatch to a main site for further recycling to give quality compost and recycled wood productions ongoing sale of turf soils composts mulches and other landscaping materials,31/07/2009,31/07/2009,25/09/2009,20/10/2009,450376,113622,2171,0.2171,D,Delegated by officer,Granted,,21/10/2009,RCD,,min,02/09/2009,,,,,Granted,Delegated by officer,Other,Materials Recovery/Recycling (other than,Botley and Hedge End,,,Eco Sustainable Solutions
14138,S/09/65635,FUL,,CC,Netley Abbey Infant & Junior School  Westwood Road Netley Abbey near Southampton SO31 5EL,Proposed one double modular temporary building with toilets to replace 2 no. existing single temporary buildings,31/07/2009,31/07/2009,25/09/2009,24/09/2009,445903,109169,172,0.0172,D,Delegated by officer,Granted,,25/09/2009,,,MIN,01/09/2009,,,,,Granted,Delegated by officer,,,Hamble,,,Property Businiess & Regulatory Services
14139,09/56989/010,FUL,,CC,"Purbrook Junior & Infant School Aldermoor Road East WATERLOOVILLE Hampshire
PO7 5NQ",Single storey extension to existing school hall,31/07/2009,31/07/2009,25/09/2009,14/09/2009,467838,108139,64,0.0064,D,Delegated by officer,Granted,,14/09/2009,,,MIN,03/09/2009,,,,,Granted,Delegated by officer,,,Purbrook and Stakes South,,,Property Business and Regulatory Services
14144,09/53480/004,FUL,,CC,Rachel Madocks School Eagle Avenue WATERLOOVILLE Hampshire PO8 9XP,Delivery and erection of one single temporary classroom modular building to be sited for a temporary period to provide extra teaching space,06/08/2009,05/08/2009,30/09/2009,21/09/2009,467991,111565,71,0.0071,D,Delegated by officer,Granted,,22/09/2009,,,MIN,07/09/2009,,,,,Granted,Delegated by officer,,,Cowplain and Hartplain,,,Property Business and Regulatory Services
14145,09/01614/HCC3N,FUL,,CC,The Norman Gate School Vigo Road ANDOVER Hampshire SP10 1JZ,Extension and partial refurbishment to Norman Gate School,06/08/2009,05/08/2009,30/09/2009,30/09/2009,437387,146030,2760,0.276,D,Delegated by officer,Granted,,30/09/2009,,,MIN,26/04/2011,,,,,Granted,Delegated by officer,,,Andover North,,,Property Business & Regulatory Services
14149,09/01709/HCS,VAR,,CMW,Raglington Farm Botley Road Shedfield SOUTHAMPTON SO32 2HL,Variation of condition 1 of Planning permission 08/02519/HCS to extend the time limit for tipping operations,14/08/2009,17/08/2009,12/10/2009,,454869,113207,38161,3.8161,D,Applicant,Withdrawn,,27/11/2009,,,MAJ,18/09/2009,,,,,Withdrawn,Applicant,,,Meon Valley,,,Integrated Skills Limited
14151,09/01957/CMA,FUL,,CMW,Hartley Wintney STW Springwell Lane Hartley Wintney Hampshire RG27 8AD,Construction of Motor Control Centre Kiosk,14/08/2009,14/08/2009,09/10/2009,02/10/2009,476815,157955,15,0.0015,D,Delegated by officer,Granted,,05/10/2009,RCD,,MAJ,17/09/2009,,,,,Granted,Delegated by officer,On site manufacturing or ancillary operations/uses,Treatment,Hartley Wintney Eversley and Yateley West,,,Thames Water Property
14152,09/65606/001,FUL,,CC,"Morelands Primary School Crookhorn Lane Waterlooville Hampshire
PO7 5QL",Extension of recently completed Childrens Centre building to create a creche room and childrens wc for Children's Centre use.,18/08/2009,17/08/2009,12/10/2009,11/11/2009,468255,106870,64,0.0064,C,Committee,Granted,,13/11/2009,,,MIN,21/09/2009,,,,,Granted,Committee,,,Purbrook and Stakes South,,,Property Business & Regulatory Services
14153,09/94536,VAR,,CMW,Marchwood Quarry Marchwood,Variation of condition 1 of Planning Permission 70839 to extend the date of completion,17/08/2009,17/08/2009,12/10/2009,13/12/2010,437493,111275,22407,2.2407,D,Delegated by officer,Granted,,13/12/2010,RCD,,MAJ,18/09/2009,,,,,Granted,Delegated by officer,Extension to life of existing site,Recycling Plans for Secondary Aggregates,Totton South and Marchwood,,,D K Symes Associates
14154,09/94538,VAR,,CMM,Marchwood Quarry Marchwood,Variation of conditions 3 (scheme of working) 5 (scheme of restoration) 25 (date of completion) of Planning Permission 049867M,17/08/2009,17/08/2009,12/10/2009,13/01/2010,437703,111089,679643,67.9643,C,Committee,Granted,,11/11/2010,RCD,,MAJ,29/05/2012,,,,,Granted,Committee,Variation of condition(s),Sand and Gravel,Totton South and Marchwood,,,D K Symes Associates
14155,09/56960/015,FUL,,CMW,Hart's Farm Hart's Farm Way Havant Hampshire,Retrospective revisions to site layout including new buildings car parking fencing lighting plant and machinery,20/08/2009,20/08/2009,15/10/2009,13/01/2010,470684,105774,3105,0.3105,C,Committee,Granted,,15/01/2010,,A/10/2128508,MAJ,09/12/2009,,,,,Granted,Committee,Other,Transfer Station,Emsworth and St Faiths,A/10/2128508,Upheld,SLR Consulting Ltd
14158,09/02050/HCCRG4,FUL,,CC,Greenfields Junior School Green Lane Hartley Wintney HOOK RG27 8DQ,Proposed two classroom extension to the main building and internal alterations,26/08/2009,25/08/2009,20/10/2009,13/10/2009,476461,156454,293,0.0293,D,Delegated by officer,Granted,,14/10/2009,,,,25/09/2009,,,,,Granted,Delegated by officer,,,Hartley Wintney Eversley and Yateley West,,,Property Business and Regulatory Services
14159,09/94567,FUL,,CMW,Hampshire County Council Recycling Centre Somerley RINGWOOD BH24 3QE,Variation of Condition 1 of Planning Permission 08/93378 to extend the time limit for the temporary siting of Somerley Household Waste Recycling Centre (HWRC),26/08/2009,25/08/2009,20/10/2009,27/10/2009,412163,106816,2874,0.2874,D,Delegated by officer,Granted,,28/10/2009,,,MIN,25/09/2009,,,,,Granted,Delegated by officer,Variation of condition(s),Civic Amenity,Fordingbridge,,,Miss Pippa Greenway-Cross
14160,09/94574,VAR,,CMW,Bleak Hill (Hamer Warren) Quarry Nea Road Somerley,Retention of the existing aggregate processing plant - condition 46 of planning permission 78402 and application to vary approved working scheme under condition 5 of planning permission 78402,27/08/2009,27/08/2009,22/10/2009,20/08/2010,412969,110797,15995,1.5995,D,Delegated by officer,Granted,,24/08/2010,RCD,,MAJ,30/09/2009,,,,,Granted,Delegated by officer,Variation of condition(s),Recycling Plans for Secondary Aggregates,Fordingbridge,,,Cemex UK Operations Ltd
14161,BDB/71227,FUL,,CC,Limington House School St Andrews  Road Basingstoke RG22 6PS,Single storey classroom extension to rear of school,28/08/2009,27/08/2009,22/10/2009,07/10/2009,461895,151414,103,0.0103,D,Delegated by officer,Granted,,09/10/2009,,,MIN,30/09/2009,,,,,Granted,Delegated by officer,,,Basingstoke Central,,,Property Business and Regulatory Services
14162,24373/005,FUL,,CC,Liphook Infant School Avenue Close Liphook Hampshire GU30 7QE,Single storey extension to existing school. The proposed extension includes a community room kitchen SEN/ therapy room teacher work room ( PPA) PE store and chair store.,28/08/2009,28/08/2009,23/10/2009,19/10/2009,483663,131907,138,0.0138,D,Delegated by officer,Granted,,20/10/2009,,,MIN,30/09/2009,,,,,Granted,Delegated by officer,,,Headley,,,Property Services
14163,09/54301/015,VAR,,CMW,Farlington Redoubt Portsdown Hill Road PORTSMOUTH PO6 1BW,Variation of condition 9 of permission 05/54301/014 (to increase the quantity of waste to be handled at the site),02/09/2009,02/09/2009,28/10/2009,13/01/2010,468691,106445,10032,1.0032,C,Committee,Granted,,18/01/2010,,,MAJ,18/03/2010,,,,,Granted,Committee,Variation of condition(s),Recycling Plans for Secondary Aggregates,Purbrook and Stakes South,,,WYG
14164,09/01795/HCC4S,FUL,,CC,Nightingale Lodge Great Well Drive Romsey  SO51 7QN,Fire precaution works including new staircase provision,03/09/2009,02/09/2009,28/10/2009,08/10/2009,436235,121552,32,0.0032,D,Delegated by officer,Granted,,09/10/2009,,,MIN,02/10/2009,,,,,Granted,Delegated by officer,,,Romsey Town,,,Property Business & Regulatory Services
14165,09/02093/HCCRG3,FUL,,CC,Thurlston House Victoria Hill Road Fleet Hampshire GU51 4LD,Fire precaution works including new staircase provision,03/09/2009,02/09/2009,28/10/2009,07/10/2009,480290,154406,12,0.0012,D,Delegated by officer,Granted,,08/10/2009,,,MIN,02/10/2009,,,,,Granted,Delegated by officer,,,Fleet,,,Property Business & Regulatory Property Services
14166,BDB/71267,FUL,,CC,St Thomas Infant School Woolton Hill NEWBURY  RG20 9XF,The addition of Photovoltaic solar panels to the south slope of the school hall roof,03/09/2009,02/09/2009,28/10/2009,10/11/2009,443004,161670,28,0.0028,D,Delegated by officer,Granted,,11/11/2009,,,,02/10/2009,,,,,Granted,Delegated by officer,,,Whitchurch and Clere,,,Property Business and Regulatory Services
14171,09/01836/HCS,FUL,,CC,Shepherds Down School Compton Winchester SO21 2AJ,A single storey extension to provide a new hygiene room and access toilet,11/09/2009,10/09/2009,05/11/2009,28/10/2009,446358,124458,38,0.0038,D,Delegated by officer,Granted,,28/10/2009,,,MIN,13/10/2009,,,,,Granted,Delegated by officer,,,Winchester Downlands,,,Property Business & Regulatory Services
14172,BDB/71328,FUL,,CMW,Keystone Distribution Houndsmill Road Basingstoke,New waste oil storage tank environmental waste area canopy cardboard recycling structure,14/09/2009,14/09/2009,09/11/2009,02/12/2009,462582,152858,449,0.0449,D,Delegated by officer,Granted,,03/12/2009,RCD,,MAJ,30/09/2009,,,,,Granted,Delegated by officer,Other,Materials Recovery/Recycling (other than,Basingstoke North,,,GWP Archittects Ltd
14174,09/01861/HCS,FUL,,CMW,The Old Dairy Barton Farm Andover Road Winchester SO22 6AX,Storage of waste (1. 6yd skip for plasterboard waste 2. temporary storage of excavated soil/rubble),14/09/2009,14/09/2009,09/11/2009,02/12/2009,447579,131230,231,0.0231,D,Delegated by officer,Granted,,03/12/2009,RCD,,MIN,14/10/2009,,,,,Granted,Delegated by officer,Other,Storage,Itchen Valley,,,Roger Ward Building and Design
14176,K14011/18,FUL,,CC,Bridgemary Community Sports College Wych Lane Gosport PO13 0JN,"Removal of existing fencing and replacement with 2400mm high galvanised steel pale fence to part of school boundary.
(Retrospective application)",15/09/2009,15/09/2009,10/11/2009,13/01/2010,458386,102932,58,0.0058,C,Committee,Granted,,15/01/2010,,,MIN,14/10/2009,,,,,Granted,Committee,,,Bridgemary,,,Property Business & Regulatory Services
14178,09/01939/HCC,FUL,,CMW,Lock Up No 9 Barton Farm Andover Road Winchester Hants SO22 6AX,Temporary placement of 15yrd ro-ro skip to short term storage of waste created from building works in Winchester,16/09/2009,16/09/2009,11/11/2009,24/11/2009,447544,131203,9,0.0009,D,Delegated by officer,Granted,,25/11/2009,RCD,,min,05/11/2009,,,,,Granted,Delegated by officer,Other,Storage,Itchen Valley,,,Mr Blackmore
14180,09/01996/CMAS,FUL,,CMW,Squabb Wood Landfill Site Salisbury Road Shootash ROMSEY SO51 6GA,Installation and operation of two leachate holding tanks,28/09/2009,28/09/2009,23/11/2009,25/01/2010,432762,121474,56,0.0056,D,Delegated by officer,Granted,,26/01/2010,,,MAJ,28/10/2009,,,,,Granted,Delegated by officer,Other,Landfill,Romsey Extra,,,Scott Wilson
14181,09/00568/HCC,FUL,,CMW,Chambers Waste Management Plc Hollybush Lane ALDERSHOT Hampshire GU11 2PX,Non compliance with Conditions 1 (Commencement of Building Extension and other Ancillary Development) and 11 (site layout) of Planning Permission 08/00146/HCC in order to allow a Concrete Crusher to be Located and Operated at  Unit 1 Stubbs Lane Hollybush Lane Aldershot Hampshire.,30/09/2009,29/09/2009,24/11/2009,13/01/2010,488400,152314,3423,0.3423,C,Committee,Granted,,15/01/2010,,,MAJ,18/05/2010,,,,,Granted,Committee,Variation of condition(s),Recycling Plans for Secondary Aggregates,Aldershot West,,,SLR Consulting Ltd
14187,09/02063/HCS,FUL,,CMW,Marwell Yard Thompsons Lane Owslebury WINCHESTER Hampshire SO21 1JH,Change of use from agricultural storage to use of land for the storage and transfer of waste materials associated with gas utility works and the ancillary storage of plant equipment and materials associated with a general construction and civil engineering business for a limited period,05/10/2009,07/10/2009,02/12/2009,13/01/2010,450650,121374,7704,0.7704,C,Committee,Granted,,08/02/2010,,,MAJ,27/12/2010,,,,,Granted,Committee,Other,Other Waste,Bishops Waltham,,,Blake Lapthorn
14189,09/94701,FUL,,CMM,Land Between Nea Farm Quarry and Blue Haze/Chatsworth Landfill Site Near Ringwood,Proposed minor alteration to the alignment of the Forest Haul Route approved under Planning Permission 08/91952 dated 10 June 2009 together with the variation of conditions 3 77 80 82 and 91 and removal of condition 90 in order to amend the approved Forest Haul Route alignment plans; prescribed restoration afteruse; requirement for reptile fencing and requirement for a nature conservation buffer zone,02/10/2009,02/10/2009,27/11/2009,21/07/2014,411700,108027,12855,1.2855,D,Delegated by officer,Granted,,04/08/2014,RCD,,MAJ,15/01/2010,,,,,Granted,Delegated by officer,Variation of condition(s),Sand and Gravel,Fordingbridge,,,Tarmac
14191,BDB/71567,FUL,,CC,Chiltern Primary School Chiltern Way BASINGSTOKE Hampshire RG22 5BB,Erection of 2 no. timber framed canopies to the south elevation of the school to provide covered play space and parent waiting area,12/10/2009,05/11/2009,31/12/2009,11/12/2009,460620,151571,194,0.0194,D,Delegated by officer,Granted,,14/12/2009,,,,04/12/2009,,,,,Granted,Delegated by officer,,,Basingstoke North West,,,Hampshire County Council Property Services
